"avg_rating","creator","downloads","identifier","publisher","subject","title","year"
"","","98","unset0000unse_n9v4","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಏಪ್ರಿಲ್ 1964","1964"
"","ಯು. ಆರ್. ಅನಂತಮೂರ್ತಿ","73","unset0000unse_o0w6","ರುಜುವಾತು ಟ್ರಸ್ಟ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಯು.‌ಆರ್.‌ಎ ಸಂಚಯ,ರುಜುವಾತು","ರುಜುವಾತು ಸಂಚಿಕೆ 12","1983"
"","‌ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ","37","unset0000unse_o1r5","ಸಾಗರ ಮುದ್ರಣ","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಾಕ್ಷಿ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಾಕ್ಷಿ ಸಂಚಿಕೆ 19","1973"
"","","290","unset0000unse_o2y5","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಮಾರ್ಚ್ 1974","1974"
"","Jean Brachet","12","unset0000unse_o4p2","Academic Press Inc., Publishers New York","CFTRI","The Cell Volume 2","1961"
"","ಎಸ್. ವಿ. ರಂಗಣ್ಣ","146","unset0000unse_o4q5","ಪ್ರಸಾರಾಂಗ, ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ","ಪ್ರಚಾರ ಪುಸ್ತಕಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಹಾಸ್ಯ","1959"
"","ಟಿ. ಪಿ. ಕೈಲಾಸಂ","243","unset0000unse_o6d6","ಬಿ. ಎಸ್. ರಾಮ ರಾವ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕೈಲಾಸಂ ಸಾಹಿತ್ಯ ಸಂಚಯ","ಏಕಲವ್ಯ","1956"
"","ಟಿ. ಆರ್. ಅನಂತರಾಮು","106","unset0000unse_o7c3","ಉದಯಭಾನು ಉನ್ನತ ಅಧ್ಯಯನ ಕೇಂದ್ರ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಟಿ. ಆರ್. ಎ ಸಂಚಯ","ಕೆರೆಗಳು ಬತ್ತಿದಾಗ ಜಲಸಮಸ್ಯೆ","2010"
"","","67","unset0000unse_o7p2","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಆಗಸ್ಟ್ 1984","1984"
"","ಗಮಕಿ ಆರ್. ಶಂಕರ ನಾರಾಯಣ","45","unset0000unse_p1n0","ಸತ್ಯಶ್ರೀ ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಗಮಕ ಸಾಹಿತ್ಯ","ಪರಿಣಯ ಪ್ರಬಂಧ","1996"
"","ರಾಘವೇಂದ್ರ ಪಾಟೀಲ","29","unset0000unse_p2l6","ಸಂವಾದ ಪ್ರಕಾಶನ","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂವಾದ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂವಾದ 16","1987"
"","James A. Tobey, Dr. P.H. LL.D","21","unset0000unse_p8b5","D.B. Taraporevala Sons and Co.Ltd.","CFTRI","Your Diet for Longer Life","1950"
"","","84","unset0000unse_q5i5","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಮೇ 1993","1993"
"","ಬಿ. ಎಸ್. ರಾಮ ರಾವ್","53","unset0000unse_q8p3","ಆನಂದ ನಿಲಯ ಪ್ರಿಂಟರ್ಸ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ","ವಿ. ಸಿ. ರಾಮಣ್ಣ","1983"
"","ಯು. ಆರ್. ಅನಂತಮೂರ್ತಿ","60","unset0000unse_r2m7","ರುಜುವಾತು ಟ್ರಸ್ಟ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಯು.‌ಆರ್.‌ಎ ಸಂಚಯ,ರುಜುವಾತು","ರುಜುವಾತು ಸಂಚಿಕೆ 15","1984"
"","Charles Oren Lee","28","unset0000unse_r1a5","The C. V. Mosby Company","CFTRI","The Official Preparations Of Pharmacy","1949"
"","R. D. Lillie, A.B., M.D.","20","unset0000unse_r8m6","The Blakiston Company, Inc.","CFTRI","Histopathologic Technic And Practial Histochemistry","1954"
"","M. N. Kamat","8","unset0000unse_r4v0","Prakash Publishing House","","Introductory Plant Pathology","1956"
"","ಟಿ. ಆರ್. ಅನಂತರಾಮು","226","unset0000unse_r6f3","ಸಮೃದ್ಧ ಸಾಹಿತ್ಯ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಟಿ. ಆರ್. ಎ ಸಂಚಯ","ವಿಜ್ಞಾನ ಯಾನ - ಪ್ರಾಚೀನ ಭಾರತದಲ್ಲಿ ವಿಜ್ಞಾನ","2013"
"","ಎ. ಪಿ. ಮಾಲತಿ","397","unset0000unse_s1z7","ಪ್ರತಿಭಾ ಗ್ರಂಥಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಾದಂಬರಿ,ಎ. ಪಿ. ಮಾಲತಿ ಸಂಚಯ","ಅರ್ಧಾಂಗಿ","1973"
"","","36","unset0000unse_y5g8","ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿಗಳ ಸಂಘ, ‍ಸಿದ್ಧಗಂಗಾಕ್ಷೇತ್ರ, ತುಮಕೂರು","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಸಿದ್ಧಗಂಗಾ ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ","ಸಿದ್ಧಗಂಗಾ ತೈಮಾಸಿಕ ೧೯೮೮","1988"
"","ಬಾಲಕೃಷ್ಣ ಕಿ. ನ","45","unset0000unse_a0c4","","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ","ಕವಿತಾ ೧","1967"
"","","80","unset0000unse_a5d1","ಪಾವಂಜೆ ಗುರುರಾವ್","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಅಭಿಮನ್ಯುಕಾಳಗ ಮತ್ತು ಸೈಂಧವನ ವಧೆ","1935"
"","J. M. Robson","15","unset0000unse_a3o1","J. & A. Churchill Ltd.","CFTRI","Recent Advances In Pharmacology","1950"
"","","94","unset0000unse_a4e5","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಜನವರಿ 1970","1970"
"","ಅ. ನ ಕೃಷ್ಣರಾಯ","300","unset0000unse_a7h5","ಸಾಹಿತ್ಯ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಅಭಿವೃದ್ಧಿ ಇಲಾಖೆ, ಮೈಸೂರು ಸರ್ಕಾರ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಭಾರತೀಯ ಸಂಸ್ಕೃತಿ","ಭಾರತೀಯ ಸಂಸ್ಕೃತಿ ದರ್ಶನ","1962"
"","Gavananda Kerodi Sujarao","74","unset0000unse_a8z7","ಪಾವಂಜೆ ಗುರುರಾವ್","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಜರಾಸಂಧ ವಧೆ","1929"
"","","46","unset0000unse_a5r5","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಡಿಸೆಂಬರ್ 1985","1985"
"","","235","unset0000unse_a9d0","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ನವೆಂಬರ್ 1991","1991"
"","ಪಾ. ವೆಂ. ಆಚಾರ್ಯ","24","unset0000unse_b0a4","","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಓದುಗರೊಡನೆ ಹರಟೆ,ಅಂಕಣ ಬರಹಗಳು,ಲಾಂಗೂಲಾಚಾರ್ಯ,ಪಾ. ವೆಂ. ಸಾಹಿತ್ಯ ಸಂಚಯ","ಓದುಗರೊಡನೆ ಹರಟೆ 1951","1951"
"","ಟಿ. ಆರ್. ಅನಂತರಾಮು","107","unset0000unse_a9l3","ಕನ್ನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ ಇಲಾಖೆ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಟಿ. ಆರ್. ಎ ಸಂಚಯ","ಕರೆಯದೆ ಬರುವ ಅಥಿತಿಗಳು",""
"","ಟಿ. ಆರ್. ಅನಂತರಾಮು","239","unset0000unse_b2g5","ವಿಜ್ಞಾನ ಪುಸ್ತಕ ಪ್ರಕಾಶನ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಟಿ. ಆರ್. ಎ ಸಂಚಯ","ಕರ್ತಾರನಿಗೊಂದು ಕಿವಿಮಾತು","2003"
"","‌ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ","44","unset0000unse_b4t0","ಸಾಗರ ಮುದ್ರಣ","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಾಕ್ಷಿ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಾಕ್ಷಿ ಸಂಚಿಕೆ 16",""
"","","100","unset0000unse_b0q2","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಅಕ್ರೋಬರ್ 1966","1966"
"","ಬಿ. ರಂಗನಾಥರಾವ್","38","unset0000unse_b5f6","ಸುಭೋಧ ಪ್ರಕಟಣಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಾರಪತ್ರಿಕೆ,ನಗುವ-ನಂದ ಸಂಚಯ,Naguva-Nanda","ನಗುವ-ನಂದ ಜನವರಿ 1953","1953"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","16","unset0000unse_c1d3","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 43","1997"
"","ಟಿ. ಪಿ. ಕೈಲಾಸಂ","121","unset0000unse_c2x9","","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ನಾಟಕ","ಅನುಕೂಲಕ್ಕೊಬ್ಬಣ್ಣ",""
"","ಪಾಲಹಳ್ಳಿ ವಿಶ್ವನಾಥ್","72","unset0000unse_c1j5","ಐ. ಬಿ. ಎಚ್. ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ","ಆಕಾಶದಲ್ಲೊಂದು ಮನೆ (A Home In The Sky)","2014"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","15","unset0000unse_d0y1","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 53","2000"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","12","unset0000unse_c9b8","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 55","2000"
"","Chester Linwood Roadhouse, D.V.M.","26","unset0000unse_d2e6","McGraw - Hall Book Company, Inc.","CFTRI","The Market - Milk Industry","1941"
"","Catherine Cassels Steele","36","unset0000unse_d1v4","London G. Bell And Sons, Ltd","CFTRI","An Introduction To Plant Biochemistry","1949"
"","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","39","unset0000unse_d8h1","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂಚಯ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂಚಯ 108","2015"
"","ಪಾ. ವೆಂ. ಆಚಾರ್ಯ","84","unset0000unse_d9v7","ರಾಷ್ಟ್ರಕವಿ ಗೋವಿಂದ ಪೈ ಸಂಶೋಧನಾ ಕೇಂದ್ರ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಪಾ. ವೆಂ. ಸಾಹಿತ್ಯ ಸಂಚಯ","ಬಯ್ಯ-ಮಲ್ಲಿಗೆ","1981"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","12","unset0000unse_e0l5","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 94","2010"
"","ಪ್ರಧಾನ ಸಂಪಾದಕರು: ಡಾ. ಎಚ್. ಮಾನಪ್ಪ ನಾಯಕ; ಸಂಪಾದಕರು: ಸಿ. ಪಿ. ಕೃಷ್ಣಕುಮಾರ್, ಟಿ. ವಿ ವೆಂಕಟಾಚಲ ಶಾಸ್ತ್ರಿ","96","unset0000unse_e1i1","ಪ್ರಸಾರಾಂಗ, ಮಾನಸಗಂಗೋತ್ರಿ, ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಪ್ರಬುದ್ಧ ಕರ್ನಾಟಕ ಸಂಚಯ","ಪ್ರಬುದ್ಧ ಕರ್ನಾಟಕ ಸಂಪುಟ 52, ಸಂಚಿಕೆ 2","1970"
"","","83","unset0000unse_e3l9","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಏಪ್ರಿಲ್ 1966","1966"
"","ಓ. ಎಲ್. ನಾಗಭೂಷಣ ಸ್ವಾಮಿ","294","unset0000unse_e3p6","ಪ್ರಸಾರಾಂಗ, ಕನ್ನಡ ವಿಶ್ವವಿದ್ಯಾನಿಲಯ, ಹಂಪಿ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಓ. ಎಲ್. ಎನ್ ಸಂಚಯ,ವಚನ ಸಾಹಿತ್ಯ","ವಚನ ಸಾವಿರ","2004"
"","ಪಾ. ವೆಂ. ಆಚಾರ್ಯ","121","unset0000unse_e4z6","ಪಾ. ವೆಂ ವಿಶ್ವಸ್ತ ಸಮಿತಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಪಾ. ವೆಂ. ಸಾಹಿತ್ಯ ಸಂಚಯ,ಲಾಂಗೂಲಾಚಾರ್ಯ","ಇವರೇ ಲಾಂಗೂಲಾಚಾರ್ಯ","2002"
"","","100","unset0000unse_e6g6","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಡಿಸೆಂಬರ್ 1963","1963"
"","Select Bibliography","61","unset0000unse_e7t8","Chilean Iodine Education Bureau Chile House","","Endemic Goitre World Distribution and Incidence","1960"
"","","67","unset0000unse_e7s0","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ನವೆಂಬರ್ 1974","1974"
"","‌ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ","52","unset0000unse_f4a1","ಸಾಗರ ಮುದ್ರಣ","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಾಕ್ಷಿ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಾಕ್ಷಿ ಸಂಚಿಕೆ 10","1971"
"","ರಾಘವೇಂದ್ರ ಪಾಟೀಲ","24","unset0000unse_f3t2","ಸಂವಾದ ಪ್ರಕಾಶನ","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂವಾದ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂವಾದ 50","1999"
"","","57","unset0000unse_f2z1","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಮೇ 1973","1973"
"","ಡಿ. ವಿ. ಹೊಳ್ಳ, ವಿದ್ವಾನ್","62","unset0000unse_f5o6","ಪಾವಂಜೆ ಗುರುರಾವ್","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ದ್ರೌಪದಿ ವಸ್ತ್ರಾಪಹಾರ","1941"
"","ಡಾ. ಎಚ್. ತಿಪ್ಪೇರುದ್ರ ಸ್ವಾಮಿ ಮತ್ತು ಸಿ. ಪಿ ಕೃಷ್ಣಕುಮಾರ್","153","unset0000unse_f7p6","ಪ್ರಸಾರಾಂಗ, ಮಾನಸಗಂಗೋತ್ರಿ, ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಪ್ರಬುದ್ಧ ಕರ್ನಾಟಕ ಸಂಚಯ","ಪ್ರಬುದ್ಧ ಕರ್ನಾಟಕ ಸಂಪುಟ 51, ಸಂಚಿಕೆ 1","1969"
"","ಕೆ. ಪಿ. ವೆಂಕಟಪ್ಪ ಶೆಟ್ಟಿ","97","unset0000unse_g3b9","Antharanga Karyalaya, Udupi.","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ವಾಲಿ ಸುಗ್ರೀವ","1936"
"","Paul Brunton","467","unset0000unse_f7d4","Rider & Co. (London)","","A Search In Secret India","1934"
"","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","36","unset0000unse_g8c9","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂಚಯ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂಚಯ 102","2013"
"","","16","unset0000unse_g7e0","The Manager Of Publications, New Delhi","CFTRI","The Coffee Act, 1942","1955"
"","ಕೀರಿಕ್ಕಾಡು ಮಾಸ್ತರ್ ವಿಷ್ಣು ಭಟ್","99","unset0000unse_h0t6","ಶ್ರೀ ಗೋಪಾಲಕೃಷ್ಣ ಪ್ರಕಾಶನ","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಬ್ರಹ್ಮ ಯಜ್ಞ","1984"
"","","40","unset0000unse_h7u8","ಶ್ರೀ ಆದಿಚುಂಚನಗಿರಿ ಮಹಾಸಂಸ್ಥಾನ ಮಠ","ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಚುಂಚ ಶ್ರೀ","2000"
"","","82","unset0000unse_i4r0","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಫೆಬ್ರವರಿ 1972","1972"
"","","125","unset0000unse_i2f4","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಫೆಬ್ರವರಿ 1974","1974"
"","ಯು. ಆರ್. ಅನಂತಮೂರ್ತಿ","59","unset0000unse_i2d4","ರುಜುವಾತು ಟ್ರಸ್ಟ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಯು.‌ಆರ್.‌ಎ ಸಂಚಯ,ರುಜುವಾತು","ರುಜುವಾತು ಸಂಚಿಕೆ 25","1987"
"","‌ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ","47","unset0000unse_i1y2","ಸಾಗರ ಮುದ್ರಣ","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಾಕ್ಷಿ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಾಕ್ಷಿ ಸಂಚಿಕೆ 5","1969"
"","ಬಿ. ರಂಗನಾಥರಾವ್","59","unset0000unse_i8g0","ಸುಭೋಧ ಪ್ರಕಟಣಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಾರಪತ್ರಿಕೆ,ನಗುವ-ನಂದ ಸಂಚಯ,Naguva-Nanda","ನಗುವ-ನಂದ ಜೂನ್ 1956","1956"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","14","unset0000unse_i8f3","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 113","2015"
"","ಆರ್. ಬಿ. ಕುಲಕರ್ಣಿ","53","unset0000unse_i4z4","ಕಲ್ಯಾಣ ಕಾರ್ಯಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಲ್ಯಾಣ ಕನ್ನಡ ಡೈಜೆಸ್ಟ್,Kalyana Sanchaya","ಕಲ್ಯಾಣ ಕನ್ನಡ ಡೈಜೆಸ್ಟ್ ಮಾರ್ಚ್ 1962","1962"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","22","unset0000unse_j4p4","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 121 - 122","2017"
"","ಡಾ. ಆರ್. ವಿ. ಭಂಡಾರಿ","182","unset0000unse_j2s4","ಸುಮುಖ ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಡಾ. ಆರ್. ವಿ. ಭಂಡಾರಿ ಸಂಚಯ","ಕುವೆಂಪು: ದೃಷ್ಟಿ - ಸೃಷ್ಟಿ","2011"
